Constants:

Input Units:		16

Epochs: 0.0809629333912159	|	Error: 3000

Epochs: 0.08037354729126646	|	Error: 3500

Epochs: 0.07989050269239178	|	Error: 4000

Epochs: 0.07948792176052565	|	Error: 4500

Epochs: 0.07911974056066555	|	Error: 5000

Epochs: 0.07876217826885891	|	Error: 5500

Epochs: 0.07841599140079387	|	Error: 6000

Epochs: 0.07806729081202791	|	Error: 6500

Epochs: 0.07769418280234175	|	Error: 7000

Epochs: 0.07728603390501461	|	Error: 7500

Epochs: 0.07684651840989971	|	Error: 8000

Epochs: 0.07639397233969154	|	Error: 8500

Epochs: 0.07594144005287592	|	Error: 9000

Epochs: 0.07550349533110001	|	Error: 9500

Epochs: 0.075086961551384	|	Error: 10000



Testing output

Target: U 	|	 Prediction: U

Target: F 	|	 Prediction: F

Target: H 	|	 Prediction: X

Target: B 	|	 Prediction: B

Target: E 	|	 Prediction: E

Target: H 	|	 Prediction: P

Target: U 	|	 Prediction: U

Target: W 	|	 Prediction: W

Target: S 	|	 Prediction: S

Target: O 	|	 Prediction: O

Target: V 	|	 Prediction: V

Target: A 	|	 Prediction: A

Target: C 	|	 Prediction: C

Target: B 	|	 Prediction: S

Target: A 	|	 Prediction: A

Target: H 	|	 Prediction: D

Target: H 	|	 Prediction: N

Target: R 	|	 Prediction: R

Target: X 	|	 Prediction: Z

Target: O 	|	 Prediction: C

Target: R 	|	 Prediction: K

Target: O 	|	 Prediction: O

Target: W 	|	 Prediction: W

Target: J 	|	 Prediction: J

Target: V 	|	 Prediction: V

Target: K 	|	 Prediction: K

Target: S 	|	 Prediction: B

Target: C 	|	 Prediction: C

Target: Q 	|	 Prediction: Q

Target: X 	|	 Prediction: X

Target: A 	|	 Prediction: A

Target: F 	|	 Prediction: F

Target: T 	|	 Prediction: T

Target: O 	|	 Prediction: O

Target: G 	|	 Prediction: G

Target: K 	|	 Prediction: K

Target: Y 	|	 Prediction: V

Target: H 	|	 Prediction: K

Target: Z 	|	 Prediction: Z

Target: C 	|	 Prediction: C

Target: P 	|	 Prediction: P

Target: C 	|	 Prediction: C

Target: Z 	|	 Prediction: Z

Target: H 	|	 Prediction: N

Target: H 	|	 Prediction: N

Target: O 	|	 Prediction: O

Target: R 	|	 Prediction: R

Target: A 	|	 Prediction: A

Target: Y 	|	 Prediction: M

Target: N 	|	 Prediction: N

Target: Q 	|	 Prediction: Q

Target: F 	|	 Prediction: F

Target: I 	|	 Prediction: O

Target: I 	|	 Prediction: I

Target: R 	|	 Prediction: K

Target: J 	|	 Prediction: J

Target: T 	|	 Prediction: T

Target: D 	|	 Prediction: D

Target: Q 	|	 Prediction: Q

Target: P 	|	 Prediction: P

Target: P 	|	 Prediction: P

Target: V 	|	 Prediction: V

Target: W 	|	 Prediction: W

Target: J 	|	 Prediction: J

Target: P 	|	 Prediction: D

Target: K 	|	 Prediction: R

Target: M 	|	 Prediction: D

Target: K 	|	 Prediction: R

Target: N 	|	 Prediction: V

Target: P 	|	 Prediction: B

Target: O 	|	 Prediction: O

Target: F 	|	 Prediction: F

Target: R 	|	 Prediction: R

Target: D 	|	 Prediction: Z

Target: D 	|	 Prediction: D

Target: M 	|	 Prediction: M

Target: Z 	|	 Prediction: Z

Target: R 	|	 Prediction: R

Target: M 	|	 Prediction: M

Target: T 	|	 Prediction: X

Target: A 	|	 Prediction: A

Target: W 	|	 Prediction: W

Target: W 	|	 Prediction: W

Target: K 	|	 Prediction: K

Target: E 	|	 Prediction: E

Target: F 	|	 Prediction: F

Target: G 	|	 Prediction: Q

Target: Q 	|	 Prediction: Q

Target: V 	|	 Prediction: V

Target: Y 	|	 Prediction: D

Target: G 	|	 Prediction: C

Target: Y 	|	 Prediction: Y

Target: O 	|	 Prediction: D

Target: I 	|	 Prediction: I

Target: X 	|	 Prediction: X

Target: U 	|	 Prediction: U

Target: G 	|	 Prediction: K

Target: N 	|	 Prediction: V

Target: Q 	|	 Prediction: Q

Target: Y 	|	 Prediction: Y

Target: Z 	|	 Prediction: X

Target: H 	|	 Prediction: O

Target: Q 	|	 Prediction: Q

Target: O 	|	 Prediction: D

Target: S 	|	 Prediction: S

Target: O 	|	 Prediction: O

Target: I 	|	 Prediction: I

Target: G 	|	 Prediction: R

Target: G 	|	 Prediction: P

Target: P 	|	 Prediction: P

Target: W 	|	 Prediction: W

Target: Q 	|	 Prediction: B

Target: F 	|	 Prediction: F

Target: X 	|	 Prediction: Q

Target: B 	|	 Prediction: R

Target: F 	|	 Prediction: P

Target: X 	|	 Prediction: X

Target: X 	|	 Prediction: X

Target: I 	|	 Prediction: I

Target: E 	|	 Prediction: B

Target: I 	|	 Prediction: I

Target: J 	|	 Prediction: D

Target: P 	|	 Prediction: P

Target: P 	|	 Prediction: Q

Target: D 	|	 Prediction: U

Target: X 	|	 Prediction: Z

Target: V 	|	 Prediction: V

Target: F 	|	 Prediction: T

Target: V 	|	 Prediction: V

Target: W 	|	 Prediction: W

Target: P 	|	 Prediction: Y

Target: Q 	|	 Prediction: Q

Target: E 	|	 Prediction: E

Target: I 	|	 Prediction: P

Target: A 	|	 Prediction: A

Target: O 	|	 Prediction: O

Target: N 	|	 Prediction: N

Target: M 	|	 Prediction: M

Target: L 	|	 Prediction: L

Target: R 	|	 Prediction: E

Target: B 	|	 Prediction: B

Target: S 	|	 Prediction: S

Target: J 	|	 Prediction: J

Target: K 	|	 Prediction: X

Target: O 	|	 Prediction: O

Target: I 	|	 Prediction: I

Target: Y 	|	 Prediction: Y

Target: B 	|	 Prediction: B

Target: R 	|	 Prediction: R

Target: J 	|	 Prediction: J

Target: Z 	|	 Prediction: Z

Target: N 	|	 Prediction: N

Target: B 	|	 Prediction: D

Target: S 	|	 Prediction: S

Target: U 	|	 Prediction: U

Target: J 	|	 Prediction: J

Target: Q 	|	 Prediction: K

Target: T 	|	 Prediction: T

Target: Z 	|	 Prediction: Z

Target: F 	|	 Prediction: W

Target: J 	|	 Prediction: J

Target: L 	|	 Prediction: L

Target: V 	|	 Prediction: V

Target: I 	|	 Prediction: R

Target: U 	|	 Prediction: U

Target: K 	|	 Prediction: K

Target: E 	|	 Prediction: B

Target: F 	|	 Prediction: F

Target: N 	|	 Prediction: N

Target: A 	|	 Prediction: S

Target: N 	|	 Prediction: N

Target: B 	|	 Prediction: D

Target: J 	|	 Prediction: J

Target: P 	|	 Prediction: P

Target: Z 	|	 Prediction: Z

Target: W 	|	 Prediction: W

Target: F 	|	 Prediction: F

Target: X 	|	 Prediction: X

Target: R 	|	 Prediction: R

Target: H 	|	 Prediction: N

Target: L 	|	 Prediction: L

Target: R 	|	 Prediction: R

Target: O 	|	 Prediction: O

Target: K 	|	 Prediction: K

Target: S 	|	 Prediction: Z

Target: C 	|	 Prediction: C

Target: Y 	|	 Prediction: Q

Target: Z 	|	 Prediction: Z

Target: F 	|	 Prediction: F

Target: C 	|	 Prediction: E

Target: H 	|	 Prediction: N

Target: T 	|	 Prediction: T

Target: R 	|	 Prediction: R

Target: S 	|	 Prediction: S

Target: D 	|	 Prediction: D

Target: E 	|	 Prediction: U

Target: A 	|	 Prediction: A

Target: E 	|	 Prediction: E

Target: Y 	|	 Prediction: V

Target: P 	|	 Prediction: P

Target: J 	|	 Prediction: J

Target: W 	|	 Prediction: W

Target: M 	|	 Prediction: M

Target: H 	|	 Prediction: R

Target: I 	|	 Prediction: I

Target: V 	|	 Prediction: V

Target: W 	|	 Prediction: W

Target: A 	|	 Prediction: A

Target: I 	|	 Prediction: I

Target: J 	|	 Prediction: J

Target: B 	|	 Prediction: R

Target: F 	|	 Prediction: P

Target: P 	|	 Prediction: P

Target: E 	|	 Prediction: E

Target: W 	|	 Prediction: W

Target: C 	|	 Prediction: C

Target: H 	|	 Prediction: R

Target: Y 	|	 Prediction: Y

Target: R 	|	 Prediction: B

Target: F 	|	 Prediction: M

Target: N 	|	 Prediction: N

Target: K 	|	 Prediction: K

Target: S 	|	 Prediction: F

Target: Z 	|	 Prediction: Z

Target: M 	|	 Prediction: M

Target: F 	|	 Prediction: F

Target: C 	|	 Prediction: C

Target: C 	|	 Prediction: C

Target: O 	|	 Prediction: O

Target: N 	|	 Prediction: N

Target: C 	|	 Prediction: C

Target: E 	|	 Prediction: E

Target: B 	|	 Prediction: R

Target: B 	|	 Prediction: B

Target: G 	|	 Prediction: Q

Target: N 	|	 Prediction: N

Target: S 	|	 Prediction: B

Target: D 	|	 Prediction: D

Target: G 	|	 Prediction: G

Target: V 	|	 Prediction: V

Target: Q 	|	 Prediction: Q

Target: W 	|	 Prediction: W

Target: T 	|	 Prediction: T

Target: K 	|	 Prediction: R

Target: J 	|	 Prediction: S

Target: A 	|	 Prediction: A

Target: N 	|	 Prediction: D

Target: R 	|	 Prediction: B

Target: C 	|	 Prediction: K

Target: H 	|	 Prediction: N

Target: E 	|	 Prediction: E

Target: I 	|	 Prediction: I

Target: D 	|	 Prediction: D

Target: G 	|	 Prediction: G

Target: Z 	|	 Prediction: Z

Target: J 	|	 Prediction: J

Target: K 	|	 Prediction: K

Target: D 	|	 Prediction: D

Target: P 	|	 Prediction: P

Target: B 	|	 Prediction: B

Target: E 	|	 Prediction: E

Target: N 	|	 Prediction: N

Target: Q 	|	 Prediction: Q

Target: D 	|	 Prediction: D

Target: B 	|	 Prediction: S

Target: H 	|	 Prediction: D

Target: S 	|	 Prediction: B

Target: S 	|	 Prediction: Z

Target: C 	|	 Prediction: K

Target: D 	|	 Prediction: D

Target: R 	|	 Prediction: B

Target: K 	|	 Prediction: R

Target: R 	|	 Prediction: R

Target: S 	|	 Prediction: X

Target: Z 	|	 Prediction: Z

Target: S 	|	 Prediction: S

Target: N 	|	 Prediction: N

Target: X 	|	 Prediction: X

Target: B 	|	 Prediction: B

Target: B 	|	 Prediction: B

Target: V 	|	 Prediction: V

Target: O 	|	 Prediction: O

Target: P 	|	 Prediction: P

Target: G 	|	 Prediction: C

Target: C 	|	 Prediction: K

Target: A 	|	 Prediction: A

Target: T 	|	 Prediction: T

Target: U 	|	 Prediction: U

Target: E 	|	 Prediction: E

Target: U 	|	 Prediction: U

Target: Y 	|	 Prediction: S

Target: O 	|	 Prediction: O

Target: Z 	|	 Prediction: Z

Target: X 	|	 Prediction: X

Target: N 	|	 Prediction: N

Target: S 	|	 Prediction: S

Target: K 	|	 Prediction: R

Target: C 	|	 Prediction: C

Target: O 	|	 Prediction: R

Target: S 	|	 Prediction: Q

Target: I 	|	 Prediction: I

Target: A 	|	 Prediction: A

Target: M 	|	 Prediction: M

Target: J 	|	 Prediction: J

Target: V 	|	 Prediction: V

Target: Y 	|	 Prediction: Y

Target: U 	|	 Prediction: U

Target: N 	|	 Prediction: N

Target: E 	|	 Prediction: E

Target: T 	|	 Prediction: T

Target: G 	|	 Prediction: Q

Target: Z 	|	 Prediction: S

Target: E 	|	 Prediction: X

Target: V 	|	 Prediction: V

Target: E 	|	 Prediction: E

Target: D 	|	 Prediction: S

Target: N 	|	 Prediction: N

Target: X 	|	 Prediction: S

Target: H 	|	 Prediction: N

Target: E 	|	 Prediction: E

Target: D 	|	 Prediction: D

Target: L 	|	 Prediction: L

Target: U 	|	 Prediction: M

Target: O 	|	 Prediction: O

Target: X 	|	 Prediction: D

Target: F 	|	 Prediction: F

Target: R 	|	 Prediction: R

Target: D 	|	 Prediction: D

Target: M 	|	 Prediction: M

Target: K 	|	 Prediction: R

Target: V 	|	 Prediction: V

Target: K 	|	 Prediction: K

Target: G 	|	 Prediction: C

Target: J 	|	 Prediction: Q

Target: W 	|	 Prediction: W

Target: T 	|	 Prediction: T

Target: A 	|	 Prediction: A

Target: R 	|	 Prediction: R

Target: D 	|	 Prediction: D

Target: B 	|	 Prediction: R

Target: D 	|	 Prediction: D

Target: S 	|	 Prediction: F

Target: S 	|	 Prediction: S

Target: J 	|	 Prediction: S

Target: Y 	|	 Prediction: O

Target: G 	|	 Prediction: P

Target: U 	|	 Prediction: U

